id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,4.159581,1.813225,0.819216
155445,www.lincoln.edu,9.337283,1.723026,0.790077
14394,www.american.edu,9.522602,2.949032,1.961846
217283,www.com.edu,8.809128,1.859399,0.746647
93736,gallaudet.edu,9.596168,3.822597,0.876928
228226,www.usuhs.edu,14.577292,4.203860,0.992271
35175,www.ucmerced.edu,4.830914,1.634375,0.898713
113936,www.pointpark.edu,10.086523,7.491088,0.892998
83893,www.kutztown.edu,11.045450,9.174565,1.007644
62242,www.mc3.edu,17.791704,7.733728,1.069894
170060,www.passhe.edu,38.165419,30.092404,0.908091
207595,www.lasu.edu.ng,11.101070,8.214066,0.885249
125492,www.skidmore.edu,15.671251,10.960073,0.952827
157787,www.nichols.edu,16.534074,12.905901,0.857097
16065,www.uvm.edu,22.284673,14.638532,0.879751
68825,uncg.edu,20.263449,11.070842,1.005342
120558,simmons.edu,16.980607,12.496931,0.832805
116499,qu.edu,22.179568,13.947007,1.302008
156616,www.iup.edu,17.400115,13.912055,0.933261
222063,lmunet.edu,21.145442,14.612871,0.845304
65601,www.quinnipiac.edu,19.364301,14.028970,0.830619
144548,www.gordon.edu,19.025417,14.402419,0.893708
9505,www.uconn.edu,19.683916,14.605863,0.974155
29540,www.mass.edu,22.138909,14.528092,0.854925
152353,www.camdencc.edu,22.708941,15.284820,1.591147
78170,www.fairfield.edu,25.074154,14.985860,1.039120
94097,www.lemoyne.edu,20.727590,96.332267,0.841105
103521,www.ulvr.edu.ec,16.741088,14.152974,0.713048
148652,www.berry.edu,22.632091,18.144429,0.875063
49734,www.chaffey.edu,23.842262,18.204263,0.849174
105213,www.ung.edu,20.385420,18.342015,0.862750
135730,www.delmar.edu,30.976139,18.070900,0.816180
161165,www.academiaexitus.edu.pe,38.127738,21.035158,0.951581
9305,www.sc.edu,23.069236,18.855606,0.948078
125406,www.reynolds.edu,26.547469,21.035118,0.855959
195903,www.lycoming.edu,23.167264,18.610280,1.171743
109947,www.plymouth.edu,23.256851,18.850213,0.856903
20396,artic.edu,24.418576,19.159761,0.880711
69123,www.musc.edu,27.311064,19.544732,0.977508
173618,www.colegioebenezer.edu.co,24.019600,21.819263,0.891511
9556,www.uic.edu,27.063501,19.762991,0.956957
54970,www.indwes.edu,23.476373,17.798138,0.849853
115892,www.atlm.edu,34.566064,15.421457,1.069731
171352,bju.edu,33.973159,19.188543,0.828601
132200,www.koi.edu.au,25.319858,21.253884,0.903808
180144,www.morton.edu,27.432247,24.119075,0.833064
8579,www.ohio-state.edu,28.094927,22.548776,0.853989
69255,www.etsu.edu,36.098374,22.096190,0.891488
