id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,7.256130,3.785053,0.856419
155445,www.lincoln.edu,8.622658,1.476762,0.688569
14394,www.american.edu,7.407457,2.900492,0.855367
217283,www.com.edu,8.519827,1.578707,0.671234
93736,gallaudet.edu,9.789688,3.449319,0.868110
228226,www.usuhs.edu,10.347292,3.726344,0.994396
35175,www.ucmerced.edu,4.857614,1.666510,0.964935
113936,www.pointpark.edu,10.202148,7.577124,0.983935
83893,www.kutztown.edu,10.515358,8.716981,0.975025
62242,www.mc3.edu,19.166196,8.400377,1.046716
170060,www.passhe.edu,38.158465,29.869722,0.940799
207595,www.lasu.edu.ng,10.886829,8.024769,0.919241
125492,www.skidmore.edu,15.575973,10.834585,0.960174
157787,www.nichols.edu,17.355284,13.481468,0.822195
16065,www.uvm.edu,16.977107,14.103467,0.858412
68825,uncg.edu,19.976014,10.777283,1.002513
120558,simmons.edu,18.999485,11.864833,0.875861
116499,qu.edu,19.527187,14.200427,0.943204
156616,www.iup.edu,18.424562,13.742706,0.942657
222063,lmunet.edu,16.656361,13.566340,0.904404
65601,www.quinnipiac.edu,19.944834,13.706033,0.904600
144548,www.gordon.edu,20.950793,14.599282,0.884821
9505,www.uconn.edu,20.893487,15.767253,1.020243
29540,www.mass.edu,22.512294,14.695920,0.841639
152353,www.camdencc.edu,20.166882,15.261475,1.599700
78170,www.fairfield.edu,21.017903,15.332906,0.991475
94097,www.lemoyne.edu,18.993131,12.585939,1.762336
103521,www.ulvr.edu.ec,17.838797,14.103832,0.739346
148652,www.berry.edu,20.683296,17.351189,0.833205
49734,www.chaffey.edu,24.537261,17.090068,0.829483
105213,www.ung.edu,20.943225,17.936320,0.872514
135730,www.delmar.edu,21.575465,17.940957,0.961995
161165,www.academiaexitus.edu.pe,26.382602,16.069355,0.926503
9305,www.sc.edu,23.209314,18.882661,1.268584
125406,www.reynolds.edu,25.160787,19.299354,0.938902
195903,www.lycoming.edu,23.225472,18.704157,1.179083
109947,www.plymouth.edu,35.411588,30.938636,0.863496
20396,artic.edu,23.185511,19.170142,0.966640
69123,www.musc.edu,27.607507,19.531528,1.210806
173618,www.colegioebenezer.edu.co,23.800084,21.851726,1.086679
9556,www.uic.edu,24.439922,19.776854,0.971017
54970,www.indwes.edu,21.419578,17.469010,0.943842
115892,www.atlm.edu,34.355742,15.315705,0.935436
171352,bju.edu,32.867997,18.580206,0.838711
132200,www.koi.edu.au,24.200907,20.873717,0.905753
180144,www.morton.edu,27.100723,23.795196,0.843392
8579,www.ohio-state.edu,28.690768,23.398425,0.867782
69255,www.etsu.edu,35.930969,21.880674,1.085356
200988,www.depauw.edu,27.947540,24.073085,0.514027
116546,www.sbu.edu,33.027730,26.765414,0.962660
97934,www.collegeforcreativestudies.edu,31.291754,22.967072,1.465687
84614,www.sunysuffolk.edu,16.229295,9.466198,0.966118
2627,www.illinois.edu,27.068517,22.260465,1.008903
184230,www.cetcolsubsidio.edu.co,24.350284,21.725959,0.836329
105615,www.uiuc.edu,26.778854,22.187986,0.929229
61111,www.uis.edu,25.237788,23.406101,0.833022
114733,www.mainemaritime.edu,40.558116,36.248546,0.932543
121074,www.queens.edu,32.737702,24.235142,0.793553
177115,www.clcillinois.edu,28.794748,24.762716,0.863586
157490,www.hgtc.edu,35.903891,23.794805,0.910402
12609,www.uga.edu,75.492557,23.839165,0.992235
33231,www.cod.edu,31.954418,26.028381,0.861050
145662,www.einstein.edu,31.038483,22.950787,0.990982
223997,www.osumc.edu,31.023938,22.623253,0.958589
26620,www.niu.edu,38.387769,26.845301,2.811753
85407,www.midwestern.edu,31.093274,24.533358,0.930081
121771,www.pic.edu.pk,25.518307,20.747768,0.909058
115387,www.eksu.edu.ng,28.426628,19.341312,1.610735
186068,www.colegiocreando.edu.do,25.573511,21.696430,0.902564
53917,www.usi.edu,31.653164,28.656599,0.832065
163980,www.southern.edu,30.704491,21.110524,1.603006
179013,www.fvtc.edu,31.383442,28.900174,0.852993
72678,lynn.edu,34.210974,28.295683,0.757229
15451,fordham.edu,22.309725,8.227055,0.985359
104950,www.imsa.edu,34.969568,27.650902,1.025583
104718,www.uwf.edu,39.089162,25.285027,0.980517
10642,www.wayne.edu,36.289887,30.790854,0.848364
36748,www.nova.edu,38.283934,31.785121,1.707930
133667,www.naropa.edu,35.431030,32.298917,0.831744
232412,www.siumed.edu,40.932326,28.971689,0.923362
143903,umflint.edu,40.837345,32.364609,0.892524
79742,www.daytonastate.edu,36.342511,32.030777,0.823505
120784,www.tjc.edu,40.405161,33.910860,0.854076
13638,rice.edu,39.835941,31.930445,0.875043
60530,www.augusta.edu,37.457130,33.538846,0.799854
202345,www.asds.edu.co,38.594299,35.152298,0.758058
85700,www.iris.edu,37.915696,33.523072,0.826308
200593,www.istpargentina.edu.pe,36.198470,32.598482,0.850607
203489,www.ws.edu,40.559714,36.538477,0.881830
29620,www.macomb.edu,20.865588,17.244651,1.023330
49453,www.uthsc.edu,40.206809,35.678838,0.795234
9808,elearning.edu.sa,38.793109,32.498687,0.930534
33066,www.umsl.edu,49.204476,38.663840,1.093509
20503,www.smu.edu,43.221793,38.892242,1.012116
54165,centralmethodist.edu,41.825811,38.337368,0.988443
153834,www.iccms.edu,46.113029,43.128027,0.852747
94909,www.fsw.edu,39.294962,33.432475,0.894089
170326,www.roanestate.edu,43.981426,40.051820,0.925588
219939,www.grayson.edu,42.046128,38.640257,0.833662
101973,www.truman.edu,44.375601,39.513969,0.906271
17709,www.stcloudstate.edu,46.399424,42.546202,0.858541
36940,trustees.ufl.edu,31.953861,28.239060,0.958909
100285,www.uaex.edu,43.670760,41.034084,0.873791
94066,www.georgiasouthern.edu,36.598138,33.184961,0.888371
40013,www.uark.edu,47.602192,42.296682,0.972402
86106,www.actx.edu,45.724151,41.460517,0.873134
151199,www.landivarinspira.edu.gt,36.449375,34.326119,0.923318
168463,www.briarcliff.edu,48.511751,44.308916,0.856802
8840,usf.edu,31.956387,28.581109,0.967912
