id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,4.094443,1.374924,0.807215
155445,www.lincoln.edu,13.132809,1.749230,0.781932
14394,www.american.edu,7.577393,2.993130,0.834021
217283,www.com.edu,10.272091,1.775061,0.668561
93736,gallaudet.edu,10.665655,3.595341,0.986640
228226,www.usuhs.edu,10.638378,4.263689,1.186348
35175,www.ucmerced.edu,6.717168,1.522062,0.902994
113936,www.pointpark.edu,11.062886,7.394860,0.969033
83893,www.kutztown.edu,11.026322,9.223691,0.992197
62242,www.mc3.edu,19.314086,8.536898,0.931340
170060,www.passhe.edu,38.047851,29.772662,0.935053
207595,www.lasu.edu.ng,11.086370,8.254100,0.917229
125492,www.skidmore.edu,16.008307,11.048399,0.968159
157787,www.nichols.edu,17.556046,13.208143,0.960299
16065,www.uvm.edu,21.715305,13.978369,0.879442
68825,uncg.edu,20.135322,10.904430,0.965459
120558,simmons.edu,16.729071,12.584483,0.828226
116499,qu.edu,21.476647,14.106490,0.898368
156616,www.iup.edu,17.761550,14.296835,0.936670
222063,lmunet.edu,21.184715,15.149195,0.806818
65601,www.quinnipiac.edu,18.712980,13.491323,0.899056
144548,www.gordon.edu,100.948924,15.147224,0.843905
9505,www.uconn.edu,23.777042,15.447127,0.956529
29540,www.mass.edu,22.265123,14.371842,1.136750
152353,www.camdencc.edu,20.570314,15.468818,1.625498
78170,www.fairfield.edu,18.634295,14.753525,1.008793
94097,www.lemoyne.edu,21.328769,23.520849,0.948245
103521,www.ulvr.edu.ec,17.961707,14.217297,0.781781
148652,www.berry.edu,24.367684,18.055579,1.014610
49734,www.chaffey.edu,23.053699,17.954589,0.849063
105213,www.ung.edu,20.432465,18.023654,0.868543
135730,www.delmar.edu,20.478774,17.710988,0.829149
161165,www.academiaexitus.edu.pe,34.342718,16.213946,1.149932
9305,www.sc.edu,23.546198,18.894723,0.902859
125406,www.reynolds.edu,24.538679,19.055275,1.040028
195903,www.lycoming.edu,23.272401,18.748203,1.191772
109947,www.plymouth.edu,23.302890,18.779177,0.872337
20396,artic.edu,23.340103,19.318780,0.859285
69123,www.musc.edu,26.288906,19.544246,0.933788
173618,www.colegioebenezer.edu.co,25.517206,22.007244,0.940820
9556,www.uic.edu,24.373088,19.790539,1.044520
54970,www.indwes.edu,21.576561,17.994313,0.857835
115892,www.atlm.edu,40.929096,18.388448,1.420769
171352,bju.edu,35.220108,18.735187,0.958361
132200,www.koi.edu.au,24.473768,21.453519,0.880472
180144,www.morton.edu,27.043900,23.547961,0.851903
8579,www.ohio-state.edu,28.253783,22.864719,0.885419
69255,www.etsu.edu,36.047511,22.021432,1.284795
200988,www.depauw.edu,27.124475,24.124193,0.505155
116546,www.sbu.edu,34.632950,27.282187,0.840778
97934,www.collegeforcreativestudies.edu,25.987430,22.942281,0.871717
84614,www.sunysuffolk.edu,15.271245,9.575098,0.854197
2627,www.illinois.edu,255.193743,23.773819,0.946902
184230,www.cetcolsubsidio.edu.co,24.199738,21.869025,0.870188
105615,www.uiuc.edu,92.726753,23.632148,0.943105
61111,www.uis.edu,25.393152,23.626846,0.902869
114733,www.mainemaritime.edu,28.190266,25.489231,0.891872
121074,www.queens.edu,32.643635,23.994686,0.884692
177115,www.clcillinois.edu,28.929124,24.898189,0.914930
157490,www.hgtc.edu,33.761668,23.995992,0.896634
12609,www.uga.edu,70.110525,23.861883,0.991667
33231,www.cod.edu,31.953533,26.185608,0.924100
145662,www.einstein.edu,30.870868,22.933236,1.039439
223997,www.osumc.edu,31.718700,22.753929,0.961732
26620,www.niu.edu,38.344514,26.980844,2.143542
85407,www.midwestern.edu,31.662062,24.615039,1.000442
121771,www.pic.edu.pk,25.013990,22.268853,0.909257
115387,www.eksu.edu.ng,33.512659,21.282676,1.602852
186068,www.colegiocreando.edu.do,24.426369,21.901338,0.911298
53917,www.usi.edu,31.455896,28.565008,1.013944
163980,www.southern.edu,34.929840,25.245930,1.634869
179013,www.fvtc.edu,31.776484,29.378168,0.843352
72678,lynn.edu,34.557861,28.361755,0.784164
15451,fordham.edu,22.704705,8.961421,0.961228
104950,www.imsa.edu,35.240557,28.364460,1.028876
104718,www.uwf.edu,39.096999,25.422003,0.913263
10642,www.wayne.edu,35.427124,30.401179,0.857812
