id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,23.182602,2.831918,0.880410
155445,www.lincoln.edu,9.159479,1.753540,0.858345
14394,www.american.edu,8.125716,2.947386,0.861488
217283,www.com.edu,7.994000,1.707710,0.693456
93736,gallaudet.edu,8.720885,3.484230,0.940880
228226,www.usuhs.edu,12.050278,4.030676,0.963588
35175,www.ucmerced.edu,6.128741,1.675885,0.902587
113936,www.pointpark.edu,10.170861,7.305135,1.023414
83893,www.kutztown.edu,10.554041,8.885237,0.911432
62242,www.mc3.edu,19.401105,8.558047,0.969431
170060,www.passhe.edu,19.733345,11.543387,0.956035
207595,www.lasu.edu.ng,11.087988,8.136054,0.893801
125492,www.skidmore.edu,15.454209,12.146733,0.941248
157787,www.nichols.edu,18.092232,13.676252,0.989139
16065,www.uvm.edu,17.611794,14.127532,0.839808
68825,uncg.edu,24.000167,10.798375,0.992912
120558,simmons.edu,16.554413,12.598415,0.818838
116499,qu.edu,18.685041,13.381665,0.993453
156616,www.iup.edu,19.602591,14.290190,0.959232
222063,lmunet.edu,18.130512,14.009630,0.818572
65601,www.quinnipiac.edu,19.046271,14.000106,1.104163
144548,www.gordon.edu,40.891871,14.888691,0.817293
9505,www.uconn.edu,19.905966,14.948669,1.088883
29540,www.mass.edu,22.337098,14.394534,0.848780
152353,www.camdencc.edu,23.420806,15.314879,1.577289
78170,www.fairfield.edu,20.216907,16.297166,1.123684
94097,www.lemoyne.edu,17.816205,12.364931,0.827489
103521,www.ulvr.edu.ec,17.807669,14.125586,0.809393
148652,www.berry.edu,21.086570,17.448669,0.820973
49734,www.chaffey.edu,21.805142,17.712544,0.928645
105213,www.ung.edu,21.223715,18.026630,0.974311
135730,www.delmar.edu,22.446917,18.256067,0.829929
161165,www.academiaexitus.edu.pe,22.928268,18.030668,0.925298
9305,www.sc.edu,23.263425,18.767723,0.964047
125406,www.reynolds.edu,26.552342,21.328492,0.912756
195903,www.lycoming.edu,23.367569,18.590885,1.253339
109947,www.plymouth.edu,23.459624,18.801613,0.891168
20396,artic.edu,684.525722,19.228859,0.868110
69123,www.musc.edu,27.590344,19.461395,1.099424
173618,www.colegioebenezer.edu.co,23.923651,21.764047,0.930126
9556,www.uic.edu,24.305968,19.891701,0.961050
54970,www.indwes.edu,23.389415,18.326932,0.866149
115892,www.atlm.edu,40.813541,15.384238,0.957362
171352,bju.edu,35.017751,18.721086,0.836778
132200,www.koi.edu.au,24.089511,21.139622,0.910758
180144,www.morton.edu,27.022737,23.549891,0.843323
8579,www.ohio-state.edu,28.100266,23.261147,0.877502
69255,www.etsu.edu,35.683381,22.041852,0.859087
200988,www.depauw.edu,27.285781,24.146597,0.487780
116546,www.sbu.edu,31.951469,26.926897,0.822989
97934,www.collegeforcreativestudies.edu,26.661001,22.957545,0.876367
84614,www.sunysuffolk.edu,19.475854,9.370629,0.806190
2627,www.illinois.edu,25.999721,22.288488,0.918119
184230,www.cetcolsubsidio.edu.co,24.304723,21.824453,0.812674
105615,www.uiuc.edu,27.540874,23.713607,0.916907
61111,www.uis.edu,25.402590,23.482060,0.926035
114733,www.mainemaritime.edu,29.495273,25.090119,0.964306
121074,www.queens.edu,32.418240,24.000752,0.724205
177115,www.clcillinois.edu,29.638174,25.499390,0.826913
157490,www.hgtc.edu,38.341366,23.796447,3.090908
12609,www.uga.edu,58.376273,23.763320,1.599072
33231,www.cod.edu,31.019446,25.661223,0.862143
145662,www.einstein.edu,31.291505,22.936167,1.142315
223997,www.osumc.edu,35.414600,22.803791,0.903961
