id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,5.375578,1.221463,0.862905
155445,www.lincoln.edu,6.294692,1.660407,0.747306
14394,www.american.edu,7.570278,2.910182,1.113566
217283,www.com.edu,12.562412,13.440370,0.814108
93736,gallaudet.edu,7.754514,3.380019,0.841989
228226,www.usuhs.edu,10.982503,4.572399,0.966742
35175,www.ucmerced.edu,4.918252,1.586490,1.002612
113936,www.pointpark.edu,10.459877,7.471015,0.969057
83893,www.kutztown.edu,11.027496,9.349828,0.892870
62242,www.mc3.edu,18.466016,8.054210,1.021071
170060,www.passhe.edu,19.326863,11.122980,0.938143
207595,www.lasu.edu.ng,12.335602,8.288738,0.903404
125492,www.skidmore.edu,16.943023,11.123513,1.077224
157787,www.nichols.edu,17.530200,13.582952,0.856772
16065,www.uvm.edu,22.548757,14.625262,0.857558
68825,uncg.edu,20.606219,10.912815,1.030151
120558,simmons.edu,16.710829,12.442375,0.896241
116499,qu.edu,54.358983,47.386731,0.860103
156616,www.iup.edu,17.831358,14.317312,0.956521
222063,lmunet.edu,19.776311,13.790569,0.893130
65601,www.quinnipiac.edu,56.420939,47.459443,1.014717
144548,www.gordon.edu,41.678269,14.955000,0.904487
9505,www.uconn.edu,19.162584,14.222319,1.021213
29540,www.mass.edu,23.360001,18.153529,0.854773
152353,www.camdencc.edu,20.240864,15.500430,1.611061
78170,www.fairfield.edu,19.194069,15.107372,1.137648
94097,www.lemoyne.edu,16.185523,12.944542,0.864952
103521,www.ulvr.edu.ec,17.843487,14.261290,0.755425
148652,www.berry.edu,22.156023,21.369236,1.009908
49734,www.chaffey.edu,22.048840,17.629947,1.073778
105213,www.ung.edu,22.991681,19.185285,0.934063
135730,www.delmar.edu,24.549601,18.049875,0.834571
161165,www.academiaexitus.edu.pe,30.863348,15.859438,0.985660
9305,www.sc.edu,22.930457,18.917124,0.925132
125406,www.reynolds.edu,25.232755,19.500826,0.843089
195903,www.lycoming.edu,23.113172,18.957839,1.162524
109947,www.plymouth.edu,23.289317,18.818629,0.849497
20396,artic.edu,1058.139191,19.190074,0.864062
69123,www.musc.edu,26.676017,19.597406,0.978404
173618,www.colegioebenezer.edu.co,24.269388,22.081816,0.974882
9556,www.uic.edu,24.525036,19.845999,0.998799
54970,www.indwes.edu,21.556719,18.027621,0.872482
115892,www.atlm.edu,39.985111,15.340792,1.008152
171352,bju.edu,35.826081,19.199527,0.866236
132200,www.koi.edu.au,23.948277,21.144290,1.030999
180144,www.morton.edu,28.400235,24.094051,0.853776
8579,www.ohio-state.edu,28.177518,22.553003,0.933003
69255,www.etsu.edu,36.014376,21.932704,0.886885
200988,www.depauw.edu,28.690297,24.200206,0.516186
116546,www.sbu.edu,38.291559,31.686576,0.844488
97934,www.collegeforcreativestudies.edu,27.060052,23.263868,0.886264
84614,www.sunysuffolk.edu,14.124497,10.100883,0.845354
2627,www.illinois.edu,27.445103,23.578581,1.006390
184230,www.cetcolsubsidio.edu.co,24.498074,21.796399,0.826295
105615,www.uiuc.edu,25.983004,22.124452,0.926736
61111,www.uis.edu,25.365149,23.476651,0.873451
114733,www.mainemaritime.edu,29.813740,25.101457,0.931335
121074,www.queens.edu,32.575601,24.027498,0.755911
177115,www.clcillinois.edu,32.594117,28.945261,0.946087
157490,www.hgtc.edu,34.091376,24.340223,0.868109
12609,www.uga.edu,64.142291,23.778431,0.971929
33231,www.cod.edu,34.839961,28.657288,0.840894
145662,www.einstein.edu,31.189443,23.018605,2.382433
223997,www.osumc.edu,32.234226,22.641832,0.910731
194102,esu.edu,10.713025,10.187516,0.230583
26620,www.niu.edu,37.712687,27.018453,2.052847
85407,www.midwestern.edu,30.682444,25.127103,0.866882
121771,www.pic.edu.pk,30.340866,21.450241,0.917444
115387,www.eksu.edu.ng,26.878743,17.448562,1.706479
186068,www.colegiocreando.edu.do,24.484235,21.972091,0.920148
53917,www.usi.edu,31.272316,28.512151,0.827436
163980,www.southern.edu,36.959738,21.812133,1.613431
179013,www.fvtc.edu,31.271344,29.103511,0.888450
72678,lynn.edu,34.830167,28.359940,0.748759
15451,fordham.edu,21.166326,7.522555,1.211570
104950,www.imsa.edu,36.402694,27.674594,0.939735
104718,www.uwf.edu,39.308783,25.740871,1.157756
10642,www.wayne.edu,36.443479,31.222957,0.875509
36748,www.nova.edu,35.400864,28.794971,1.697027
133667,www.naropa.edu,34.943653,31.587651,0.936223
232412,www.siumed.edu,36.848409,28.785820,0.860058
143903,umflint.edu,40.973583,32.176273,0.978078
79742,www.daytonastate.edu,35.777281,31.079529,0.843212
120784,www.tjc.edu,38.628937,33.948635,0.845030
13638,rice.edu,43.983237,35.958320,0.864750
60530,www.augusta.edu,48.664957,33.268148,0.810335
202345,www.asds.edu.co,38.199289,35.150719,0.781678
85700,www.iris.edu,38.200063,33.774606,0.867430
200593,www.istpargentina.edu.pe,36.491754,32.658163,0.847151
203489,www.ws.edu,42.352066,39.077218,0.877477
29620,www.macomb.edu,23.552299,17.532313,0.947185
49453,www.uthsc.edu,40.981417,35.846031,0.817372
9808,elearning.edu.sa,36.463017,32.759851,0.874463
33066,www.umsl.edu,48.770737,38.543727,1.103341
20503,www.smu.edu,43.197922,38.940434,0.959216
54165,centralmethodist.edu,43.935853,40.359168,0.963161
153834,www.iccms.edu,46.127366,43.248730,0.859684
94909,www.fsw.edu,39.771887,36.253982,0.867972
170326,www.roanestate.edu,43.693353,40.856759,0.937766
219939,www.grayson.edu,43.853310,39.948800,0.946521
101973,www.truman.edu,44.037567,39.732184,0.889169
17709,www.stcloudstate.edu,41.231140,36.670339,0.870546
36940,trustees.ufl.edu,32.380605,28.459653,0.915360
100285,www.uaex.edu,43.331619,40.713243,0.870842
94066,www.georgiasouthern.edu,37.117169,33.425967,0.967034
40013,www.uark.edu,47.029738,42.273506,0.954033
86106,www.actx.edu,50.684114,46.526322,0.850872
151199,www.landivarinspira.edu.gt,39.694727,37.569005,0.911745
168463,www.briarcliff.edu,52.151585,47.852299,0.845197
8840,usf.edu,32.468826,28.443858,0.950675
