id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,3.690514,1.327743,0.829994
155445,www.lincoln.edu,8.850065,1.653780,0.761160
14394,www.american.edu,7.526103,3.097573,0.874362
217283,www.com.edu,9.656169,1.864561,0.696206
93736,gallaudet.edu,10.671274,3.873845,0.892154
228226,www.usuhs.edu,10.649355,3.966966,0.993002
35175,www.ucmerced.edu,4.739482,1.701831,0.884080
113936,www.pointpark.edu,10.680960,6.820517,0.898287
83893,www.kutztown.edu,10.582004,9.757872,0.916192
62242,www.mc3.edu,17.667117,7.692753,0.951668
170060,www.passhe.edu,19.257870,11.074496,0.923218
207595,www.lasu.edu.ng,11.659444,8.509961,0.917935
125492,www.skidmore.edu,16.120869,11.458390,0.991184
157787,www.nichols.edu,17.920828,13.701627,0.885474
16065,www.uvm.edu,22.183726,15.309099,0.993096
68825,uncg.edu,24.750881,10.942542,1.071219
120558,simmons.edu,16.252946,12.263018,0.834217
116499,qu.edu,20.497637,13.290025,0.844232
156616,www.iup.edu,19.131902,14.166392,1.238090
222063,lmunet.edu,38.037349,33.197762,0.886893
65601,www.quinnipiac.edu,18.735651,13.476867,1.012101
144548,www.gordon.edu,29.149846,14.564184,0.827005
9505,www.uconn.edu,18.738264,13.866226,0.978323
29540,www.mass.edu,22.122428,14.217215,1.031672
152353,www.camdencc.edu,20.357346,15.278355,1.663208
78170,www.fairfield.edu,20.675177,16.780311,1.078793
94097,www.lemoyne.edu,17.131703,13.055692,0.874830
103521,www.ulvr.edu.ec,16.668313,14.211131,0.754032
148652,www.berry.edu,23.525398,17.827993,0.938633
49734,www.chaffey.edu,23.891120,17.659267,1.046980
105213,www.ung.edu,21.350999,18.064750,1.106669
135730,www.delmar.edu,21.850096,18.393524,0.847555
161165,www.academiaexitus.edu.pe,20.819436,17.134240,0.934979
9305,www.sc.edu,23.778159,19.060339,0.946225
125406,www.reynolds.edu,24.914026,19.349952,0.841805
195903,www.lycoming.edu,23.471767,18.657261,1.166691
109947,www.plymouth.edu,23.350124,18.802360,0.842839
20396,artic.edu,2891.081400,19.246783,0.848651
69123,www.musc.edu,26.867694,19.673056,1.161231
173618,www.colegioebenezer.edu.co,23.776340,21.812789,1.116642
9556,www.uic.edu,27.610839,19.814536,0.959592
54970,www.indwes.edu,23.612134,18.283382,0.947554
115892,www.atlm.edu,40.630813,15.504446,0.929301
171352,bju.edu,37.067719,19.337955,1.005307
132200,www.koi.edu.au,23.562285,20.866066,0.895887
180144,www.morton.edu,27.727513,24.200883,0.902999
8579,www.ohio-state.edu,28.441123,23.006788,0.864810
69255,www.etsu.edu,35.628719,22.109275,0.995581
200988,www.depauw.edu,27.642437,24.013889,0.520394
116546,www.sbu.edu,31.798484,26.614598,0.837041
97934,www.collegeforcreativestudies.edu,26.379361,22.909826,1.021458
84614,www.sunysuffolk.edu,14.370131,9.249927,0.832626
