id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,10.633179,15.229557,0.847247
155445,www.lincoln.edu,8.174399,1.443788,0.678628
14394,www.american.edu,7.511165,2.983345,0.821519
217283,www.com.edu,9.139943,1.652329,0.731175
93736,gallaudet.edu,9.084337,3.682590,1.080938
228226,www.usuhs.edu,9.760278,3.436923,1.079608
35175,www.ucmerced.edu,4.762306,1.708874,0.876340
113936,www.pointpark.edu,9.563873,6.682638,0.943722
83893,www.kutztown.edu,10.524500,8.746094,1.019061
62242,www.mc3.edu,18.425991,8.094574,0.938831
170060,www.passhe.edu,38.183151,30.040902,0.981845
207595,www.lasu.edu.ng,11.201916,7.885967,1.151816
125492,www.skidmore.edu,15.796000,10.865239,1.095999
157787,www.nichols.edu,17.581152,12.898972,0.864585
16065,www.uvm.edu,17.842899,14.076017,0.863130
68825,uncg.edu,20.097350,10.738683,1.020706
120558,simmons.edu,16.191817,12.693185,0.818846
116499,qu.edu,20.725275,13.292519,1.002891
156616,www.iup.edu,17.740920,14.006253,0.943553
222063,lmunet.edu,16.769450,13.472586,0.844444
65601,www.quinnipiac.edu,19.455328,13.406865,0.843675
144548,www.gordon.edu,23.139635,14.980744,0.808836
9505,www.uconn.edu,18.609923,13.973381,0.953340
29540,www.mass.edu,22.916923,14.584415,0.876088
152353,www.camdencc.edu,20.387438,15.160523,1.609927
78170,www.fairfield.edu,18.037013,14.074989,1.033218
94097,www.lemoyne.edu,18.873806,12.292162,0.864524
103521,www.ulvr.edu.ec,18.845612,14.092246,0.740810
148652,www.berry.edu,21.576984,17.659044,0.846259
49734,www.chaffey.edu,23.487176,17.453823,0.962660
105213,www.ung.edu,21.851361,19.084767,0.884203
135730,www.delmar.edu,22.606401,17.113600,1.289904
161165,www.academiaexitus.edu.pe,24.460959,17.240186,0.900489
9305,www.sc.edu,23.275961,19.085859,0.917314
125406,www.reynolds.edu,26.713279,21.174042,0.848573
195903,www.lycoming.edu,23.196348,18.653044,1.221086
109947,www.plymouth.edu,35.439507,31.007971,0.853284
20396,artic.edu,23.475906,20.979136,0.835818
69123,www.musc.edu,27.127021,19.578705,0.982695
173618,www.colegioebenezer.edu.co,24.275823,21.572869,0.941427
9556,www.uic.edu,27.958165,19.762572,0.967876
54970,www.indwes.edu,22.464258,17.531052,1.001282
115892,www.atlm.edu,39.982050,15.026637,1.023615
171352,bju.edu,34.843114,18.613603,0.829138
132200,www.koi.edu.au,24.153746,21.017287,0.890338
180144,www.morton.edu,26.853861,23.370275,0.872667
8579,www.ohio-state.edu,28.471644,23.086282,0.924808
69255,www.etsu.edu,35.447162,21.781263,0.904390
200988,www.depauw.edu,26.702915,23.975420,0.515426
116546,www.sbu.edu,22.634999,17.041535,0.836178
97934,www.collegeforcreativestudies.edu,26.745031,22.908992,0.909258
84614,www.sunysuffolk.edu,13.682661,8.682594,0.962243
2627,www.illinois.edu,27.256544,23.790607,0.922647
184230,www.cetcolsubsidio.edu.co,23.895280,21.890324,0.893355
105615,www.uiuc.edu,26.473554,22.480267,1.001293
61111,www.uis.edu,26.870650,24.920862,1.187330
114733,www.mainemaritime.edu,40.215886,36.269411,0.912817
121074,www.queens.edu,27.768708,23.904385,0.840240
177115,www.clcillinois.edu,28.920240,24.754822,0.855488
157490,www.hgtc.edu,36.366043,23.740982,1.083531
12609,www.uga.edu,45.517955,23.729157,0.989083
33231,www.cod.edu,31.408022,26.148096,0.868585
145662,www.einstein.edu,31.020648,22.911723,1.054028
223997,www.osumc.edu,31.202223,22.725432,0.948078
26620,www.niu.edu,37.571949,28.712874,1.949742
85407,www.midwestern.edu,32.017041,24.890869,0.871271
121771,www.pic.edu.pk,23.908260,20.742832,0.979025
115387,www.eksu.edu.ng,35.808077,20.580102,1.595575
186068,www.colegiocreando.edu.do,24.385170,21.805801,0.985997
53917,www.usi.edu,31.144398,28.570839,0.881254
163980,www.southern.edu,31.522900,21.515911,1.592755
179013,www.fvtc.edu,31.225025,28.932861,0.819881
72678,lynn.edu,34.590094,28.364269,0.772125
15451,fordham.edu,22.553710,8.090469,0.977447
104950,www.imsa.edu,36.158438,27.483170,0.959126
104718,www.uwf.edu,38.756541,25.108602,0.954618
10642,www.wayne.edu,35.559888,30.363507,0.841321
36748,www.nova.edu,36.651020,30.392888,1.680185
133667,www.naropa.edu,34.690317,32.535143,0.843077
232412,www.siumed.edu,36.960826,28.653773,0.870424
143903,umflint.edu,38.175293,31.909712,1.015385
79742,www.daytonastate.edu,36.619457,32.846242,0.835840
120784,www.tjc.edu,41.186615,34.212818,0.854333
13638,rice.edu,39.819531,31.792088,0.873484
60530,www.augusta.edu,37.941711,33.549127,0.818174
202345,www.asds.edu.co,39.534828,35.189114,0.752344
85700,www.iris.edu,38.491276,33.792205,0.833141
200593,www.istpargentina.edu.pe,36.182641,32.400134,0.923918
203489,www.ws.edu,42.103956,38.558938,0.847402
29620,www.macomb.edu,24.286944,17.809835,0.975154
49453,www.uthsc.edu,40.388449,35.830618,0.821557
9808,elearning.edu.sa,36.372658,32.390336,0.853215
33066,www.umsl.edu,48.227924,38.578643,1.095410
20503,www.smu.edu,43.080068,38.833735,0.969321
54165,centralmethodist.edu,40.991614,38.243654,0.883893
153834,www.iccms.edu,46.120130,43.044404,0.870410
94909,www.fsw.edu,39.426136,33.189284,0.857931
170326,www.roanestate.edu,44.317955,40.159865,0.926956
219939,www.grayson.edu,42.047242,37.735586,0.865771
101973,www.truman.edu,44.136587,39.467076,0.947312
17709,www.stcloudstate.edu,47.107118,42.571220,0.881038
36940,trustees.ufl.edu,31.526543,28.136718,0.924832
100285,www.uaex.edu,43.884532,41.403774,1.035028
94066,www.georgiasouthern.edu,36.664899,33.755411,0.874861
40013,www.uark.edu,46.737652,41.981899,0.941916
86106,www.actx.edu,50.516165,46.403142,0.833542
151199,www.landivarinspira.edu.gt,38.109556,36.080156,0.903931
168463,www.briarcliff.edu,52.253045,47.099862,0.846551
