id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,5.554257,1.379312,0.987912
155445,www.lincoln.edu,8.014223,1.935771,0.697379
14394,www.american.edu,7.453009,2.871233,0.900334
217283,www.com.edu,9.325659,1.848148,0.695500
93736,gallaudet.edu,8.097769,3.233039,0.988769
228226,www.usuhs.edu,10.875907,4.186035,0.994452
35175,www.ucmerced.edu,4.913216,1.467620,0.911945
113936,www.pointpark.edu,10.261633,7.392422,0.897329
83893,www.kutztown.edu,10.845373,8.781902,0.920533
62242,www.mc3.edu,18.482959,8.097216,0.936579
170060,www.passhe.edu,19.301225,11.114340,1.102971
207595,www.lasu.edu.ng,10.606035,7.991845,0.903089
125492,www.skidmore.edu,15.475900,10.765832,0.969892
157787,www.nichols.edu,18.576635,13.498301,1.839959
16065,www.uvm.edu,17.013831,13.835471,0.886875
68825,uncg.edu,20.149776,10.887452,0.929738
120558,simmons.edu,15.767431,11.859109,0.842630
116499,qu.edu,19.199805,14.070594,0.962644
156616,www.iup.edu,17.796972,14.234401,1.025182
222063,lmunet.edu,21.188133,15.076676,0.870570
65601,www.quinnipiac.edu,18.266468,14.569402,0.909579
144548,www.gordon.edu,51.251214,14.575889,0.839401
9505,www.uconn.edu,19.260222,14.458205,0.982892
29540,www.mass.edu,21.973814,14.581899,0.863371
152353,www.camdencc.edu,20.106918,15.267104,1.611499
78170,www.fairfield.edu,23.696136,13.745085,1.066906
94097,www.lemoyne.edu,15.605517,12.329578,0.869187
103521,www.ulvr.edu.ec,16.690706,14.036372,0.734693
148652,www.berry.edu,21.887025,17.314714,0.884341
49734,www.chaffey.edu,20.493773,17.594814,0.865785
105213,www.ung.edu,23.094291,19.246985,0.853236
135730,www.delmar.edu,20.615928,17.839972,0.823981
161165,www.academiaexitus.edu.pe,26.639143,29.702263,0.939270
9305,www.sc.edu,22.787064,18.824051,0.952769
125406,www.reynolds.edu,24.936159,19.785118,0.892839
195903,www.lycoming.edu,23.303354,18.713888,1.190097
109947,www.plymouth.edu,23.404331,18.855409,0.931291
20396,artic.edu,488.868202,19.187642,0.851311
69123,www.musc.edu,26.560869,19.830223,0.961812
173618,www.colegioebenezer.edu.co,24.060648,21.466313,0.948203
9556,www.uic.edu,23.952812,19.920449,0.971984
54970,www.indwes.edu,21.528793,17.624973,0.862898
115892,www.atlm.edu,40.744980,15.777599,0.939618
171352,bju.edu,41.295118,18.634752,0.877794
132200,www.koi.edu.au,25.059675,21.123931,0.877905
180144,www.morton.edu,26.805718,23.468618,0.838698
8579,www.ohio-state.edu,28.678704,23.064076,0.857992
69255,www.etsu.edu,35.614326,22.050128,0.870341
200988,www.depauw.edu,27.002503,23.992330,0.667692
116546,www.sbu.edu,22.266010,16.812602,0.961433
97934,www.collegeforcreativestudies.edu,26.671211,25.001305,0.884771
84614,www.sunysuffolk.edu,15.532156,17.803667,0.859470
2627,www.illinois.edu,28.490776,23.796982,1.008105
184230,www.cetcolsubsidio.edu.co,24.148950,21.768822,0.851328
105615,www.uiuc.edu,27.712356,23.649974,0.981426
61111,www.uis.edu,27.016709,24.855000,1.102881
114733,www.mainemaritime.edu,29.046774,25.160593,0.999762
