id,domain,rtt_tlse,rtt_tcpping,client_proc
106206,www.westminster.edu,4.101648,1.155996,0.899023
155445,www.lincoln.edu,9.289584,1.652956,0.673256
14394,www.american.edu,7.966883,3.518070,0.839155
217283,www.com.edu,9.827836,1.859492,0.699161
93736,gallaudet.edu,11.967262,3.302294,0.844593
228226,www.usuhs.edu,12.396542,3.664909,0.959891
35175,www.ucmerced.edu,4.892113,1.547963,1.006522
113936,www.pointpark.edu,9.927630,7.301827,0.905218
83893,www.kutztown.edu,10.880223,9.169252,0.906685
62242,www.mc3.edu,18.645316,8.210129,1.053325
170060,www.passhe.edu,19.462134,12.188072,0.954321
207595,www.lasu.edu.ng,10.842168,7.885362,0.907965
125492,www.skidmore.edu,15.587667,10.788357,0.995719
157787,www.nichols.edu,17.148755,12.963957,0.840659
16065,www.uvm.edu,17.264288,14.326926,0.852839
68825,uncg.edu,20.234145,10.860465,0.964934
120558,simmons.edu,16.857361,12.575729,0.826905
116499,qu.edu,20.424922,14.018945,0.857449
156616,www.iup.edu,17.862591,13.873144,0.939363
222063,lmunet.edu,17.884247,14.701049,0.852086
65601,www.quinnipiac.edu,19.717821,13.951577,0.859592
144548,www.gordon.edu,33.259907,15.820610,0.866414
9505,www.uconn.edu,19.850513,13.958573,1.086725
29540,www.mass.edu,31.027825,20.966020,0.871808
152353,www.camdencc.edu,20.449308,15.480488,1.615346
78170,www.fairfield.edu,20.823135,15.098124,1.181587
94097,www.lemoyne.edu,18.021672,12.479305,0.885820
103521,www.ulvr.edu.ec,17.659592,14.071812,0.711515
148652,www.berry.edu,21.991580,18.457873,0.974289
49734,www.chaffey.edu,22.967916,17.654468,0.868343
105213,www.ung.edu,20.527612,18.088307,0.923889
135730,www.delmar.edu,24.398191,17.596675,0.832696
161165,www.academiaexitus.edu.pe,22.779231,15.702881,0.983622
9305,www.sc.edu,23.063635,18.924045,0.950546
125406,www.reynolds.edu,24.552365,19.133104,0.841565
195903,www.lycoming.edu,23.100257,18.600171,1.173228
109947,www.plymouth.edu,23.906673,18.841097,0.873317
20396,artic.edu,894.362009,19.144687,0.874889
69123,www.musc.edu,28.429664,19.732020,0.989404
173618,www.colegioebenezer.edu.co,24.550508,21.507830,0.909457
9556,www.uic.edu,27.552149,19.853907,1.009524
54970,www.indwes.edu,23.127244,18.583572,1.104889
115892,www.atlm.edu,41.087177,15.506923,0.993627
171352,bju.edu,35.791485,19.394310,0.879543
132200,www.koi.edu.au,25.338028,21.002726,0.924948
180144,www.morton.edu,26.288479,23.516870,0.821621
8579,www.ohio-state.edu,28.988008,22.724513,0.905680
69255,www.etsu.edu,35.546908,22.133945,0.930203
200988,www.depauw.edu,27.852240,24.609587,0.508031
116546,www.sbu.edu,52.015880,37.011213,0.847833
97934,www.collegeforcreativestudies.edu,26.461881,23.156790,0.895707
84614,www.sunysuffolk.edu,16.691036,9.003143,0.853189
2627,www.illinois.edu,1254.894928,23.762275,0.897974
184230,www.cetcolsubsidio.edu.co,24.802414,21.937901,0.846512
105615,www.uiuc.edu,27.327301,23.707073,0.963701
61111,www.uis.edu,25.286256,23.455956,0.873839
114733,www.mainemaritime.edu,28.853186,25.191176,0.949478
121074,www.queens.edu,32.418361,23.942840,0.756032
177115,www.clcillinois.edu,29.186869,25.287219,0.850047
157490,www.hgtc.edu,37.764518,23.804567,0.889795
12609,www.uga.edu,61.793268,23.778841,1.012736
33231,www.cod.edu,31.782888,26.372191,0.855049
145662,www.einstein.edu,31.502778,23.426621,1.038845
223997,www.osumc.edu,31.757260,22.776835,0.933682
26620,www.niu.edu,37.949299,27.038089,1.967992
85407,www.midwestern.edu,31.354673,25.194300,0.862269
121771,www.pic.edu.pk,28.601833,22.252129,0.917126
115387,www.eksu.edu.ng,36.423308,20.864455,1.585503
