id,domain,rtt
2264,e-derslik.edu.az,19.914167
2404,wisc.edu,116.957210
2514,asu.edu,18.858415
2540,ucla.edu,282.224932
2627,illinois.edu,106.844682
2898,virtual.edu.az,15.792307
2969,ufl.edu,123.442517
3039,szu.edu.cn,1331.043066
3218,istanbul.edu.tr,563.960528
3367,uci.edu,293.089952
3452,washington.edu,313.339313
3690,anadolu.edu.tr,1072.893481
3757,ksu.edu.sa,765.314813
4130,tamu.edu,236.393564
4219,minnstate.edu,162.289528
4269,cuhk.edu.hk,1011.771805
4701,uw.edu,308.016248
5266,unsw.edu.au,931.992468
5341,arizona.edu,254.371244
5562,uopeople.edu,14.010986
6108,brookings.edu,91.601616
6370,valenciacollege.edu,138.375561
6775,fiu.edu,48.751819
6927,laccd.edu,379.933028
7988,uitm.edu.my,1175.500101
8130,rmit.edu.au,961.333593
8191,aiou.edu.pk,966.499275
8840,usf.edu,268.424174
9305,sc.edu,86.056831
9376,miami.edu,38.796011
9505,uconn.edu,77.287216
9556,uic.edu,96.787241
10642,wayne.edu,140.297541
11130,ccc.edu,18.486718
11531,oiu.edu.sd,343.805495
11894,nap.edu,136.398689
12354,utdallas.edu,27.536906
12500,open.edu,380.952638
12609,uga.edu,113.114111
13638,rice.edu,149.727758
13861,cccd.edu,297.352015
13898,uillinois.edu,99.311282
14944,brown.edu,64.916747
14975,fael.edu.br,30.773051
16065,uvm.edu,71.821186
16480,taibahu.edu.sa,381.105550
17027,chdtu.edu.ua,28.003939
17105,byui.edu,259.415987
18384,lsu.edu,0
18946,gcu.edu,261.537707
19658,ifma.edu.br,25.121227
19674,ien.edu.sa,823.720644
20395,mtsu.edu,145.517263
20396,artic.edu,93.604160
20503,smu.edu,276.875173
20525,marmara.edu.tr,726.381817
20706,montana.edu,362.043285
20753,nau.edu,142.364370
20857,uncc.edu,85.263340
21858,saddleback.edu,292.835665
22323,tafensw.edu.au,865.334910
22966,ucsc.edu,268.820789
23980,csulb.edu,296.215054
25205,utep.edu,239.875861
25695,selcuk.edu.tr,600.559474
26401,kku.edu.sa,812.222257
26620,niu.edu,130.982046
26968,utdt.edu,20.358738
27014,uqu.edu.sa,32.563711
27158,uwa.edu.au,18.342056
27463,bakimektebleri.edu.az,27.989344
28007,babson.edu,62.265961
28186,palmbeachstate.edu,144.283935
29620,macomb.edu,125.572093
30275,tcu.edu,28.271358
30554,uwi.edu,199.226825
30620,ku.edu,183.897336
30970,iium.edu.my,983.741256
31001,hofstra.edu,30.347026
32089,unf.edu,119.510368
32340,uvu.edu,455.011260
33066,umsl.edu,161.446114
33231,cod.edu,121.630206
33583,ucv.edu.pe,652.135826
34778,scu.edu,17.367598
35096,umt.edu.pk,39.812433
35441,esan.edu.pe,297.517275
35529,uj.edu.sa,738.106909
35534,slcc.edu,268.778804
35862,arabou.edu.kw,759.189301
36748,nova.edu,130.194098
37770,dcccd.edu,162.635947
38522,wvm.edu,282.784365
38524,riphah.edu.pk,27.679189
38753,utsouthwestern.edu,169.695378
38997,knutd.edu.ua,30.822999
39916,pnu.edu.sa,682.016508
40013,uark.edu,197.822760
40318,butte.edu,283.475432
41831,uotechnology.edu.iq,38.945526
42048,eduvision.edu.pk,40.112476
42702,miracosta.edu,153.887445
43554,educause.edu,15.997983
43563,heartbeat.education,37.685026
43749,llu.edu,0
45964,umary.edu,20.207607
46513,orangecoastcollege.edu,296.336083
46593,bond.edu.au,18.645862
46725,bdu.edu.et,919.963674
46742,bahria.edu.pk,936.287059
47455,csusm.edu,334.591319
48058,aydin.edu.tr,51.240005
48069,unomaha.edu,181.638937
48074,uksw.edu,1387.050652
48533,yufl.edu.mm,15.071159
48917,ucanr.edu,435.959255
48968,uhv.edu,21.886009
49304,mesacc.edu,283.485874
49370,sjcny.edu,23.144091
49453,uthsc.edu,158.786006
49734,chaffey.edu,85.014240
50578,futa.edu.ng,43.874215
50603,dlsu.edu.ph,16.527420
50881,apu.edu,328.295685
50901,comsats.edu.pk,978.620694
52320,uncw.edu,24.870121
52406,apeejay.edu,16.164596
53387,endicott.edu,128.488634
53462,greenriver.edu,304.042411
53466,waketech.edu,24.709509
53592,louisiana.edu,192.372172
53734,utesa.edu,34.155475
53914,snow.edu,267.871605
53917,usi.edu,126.902520
53948,aub.edu.lb,302.457326
53991,iau.edu.sa,768.216512
54165,centralmethodist.edu,173.266962
54405,quantic.edu,23.600548
