1,google.com,83.457557,ae448c77fd9bdc3a89bde6849376aee516409abf4595effa20ebfa559a388825, 73:b4:81:38:3f:93:6f:6b:03:00:00:00:00:c7:cb:b4
1,www.google.com,83.457557,00af8801f82757a0253bfd2342c6f4335ad28332275a427e10a454319c0245ca, 86:9a:7d:c0:7a:6d:f0:e5:05:00:00:00:00:85:90:56
2,youtube.com,82.564584,ae448c77fd9bdc3a89bde6849376aee516409abf4595effa20ebfa559a388825, 73:b4:81:38:3f:93:6f:6b:03:00:00:00:00:c7:cb:b4
2,www.youtube.com,82.564584,ae448c77fd9bdc3a89bde6849376aee516409abf4595effa20ebfa559a388825, 73:b4:81:38:3f:93:6f:6b:03:00:00:00:00:c7:cb:b4
7,sohu.com,709.215867,07696c281186fbb1277cc54957f5c3d186497b5acb52cd23180cfe66358d76f8, 0e:f4:53:60:fe:8f:f7:42:b3:a5:54:a4:42:12:a8:a8
7,www.sohu.com,709.215867,07696c281186fbb1277cc54957f5c3d186497b5acb52cd23180cfe66358d76f8, 0e:f4:53:60:fe:8f:f7:42:b3:a5:54:a4:42:12:a8:a8
19,netflix.com,88.760200,78f28970d899677c3dfc988184c43b68a23541ebc582c7e463f11c4c1de7dc06, 0f:2a:62:75:cf:97:9d:94:b0:bd:c9:fe:c4:6b:34:f0
19,www.netflix.com,88.760200,78f28970d899677c3dfc988184c43b68a23541ebc582c7e463f11c4c1de7dc06, 0f:2a:62:75:cf:97:9d:94:b0:bd:c9:fe:c4:6b:34:f0
20,live.com,94.363645,b702b96a4477afbe78b2405b90c08782550d9817bc08e463f5965dce4253493f, 03:29:ea:5e:b4:e1:db:75:6a:bd:49:92:83:71:6d:3a
20,www.live.com,94.363645,b702b96a4477afbe78b2405b90c08782550d9817bc08e463f5965dce4253493f, 03:29:ea:5e:b4:e1:db:75:6a:bd:49:92:83:71:6d:3a
31,bing.com,96.581931,50071046646cd364c78f72a410d6eec973adc87f87e0af680f9bd675d21af6fb, 7f:00:07:3f:e9:bf:5f:82:5f:7c:b7:8f:26:00:00:00:07:3f:e9
31,www.bing.com,96.581931,50071046646cd364c78f72a410d6eec973adc87f87e0af680f9bd675d21af6fb, 7f:00:07:3f:e9:bf:5f:82:5f:7c:b7:8f:26:00:00:00:07:3f:e9
38,google.com.hk,96.662616,e3d7573a03451edff3a0c928853c7880b4fe5a711825ea63fdb457166fda0a23, 2b:9a:d7:b7:62:13:70:fb:05:00:00:00:00:85:90:a4
